Provinsi,TipeFaskes,KodeFaskes,NamaFaskes,AlamatFaskes,TelpFaskes
Kep. Bangka Belitung,Puskesmas,1080106,Penagan                                            ,Dusun Air Petaling,82122656473
Kep. Bangka Belitung,Klinik Utama,0108U009,"ZARRIL KHIFFARI, dr                                            ",Jl.Depati Barin  No 57/29, 62-8127173280
Kep. Bangka Belitung,Klinik Pratama,1080001,Klinik Polres Bangka                                            ,Jend. Ahmad Yani No. 01, 0823-79972558
Kep. Bangka Belitung,Apotek,0108A007,Apotek Sehat Rujuk Balik                                            ,Jl. Pahlawan 12 XII no. 5,
Kep. Bangka Belitung,Rumah Sakit,0109R004,RS Almah                                            ,Jl. Jend.Sudirman, 0877-97500005
Kep. Bangka Belitung,Puskesmas,1090001,Simpang Rusa                                            ,Desa Simpang Rusa,81949423949
Kep. Bangka Belitung,Dokter Praktik Perorangan,0109R005,Klinik Bakti Timah Tj Pandan                                            ,Jl. Melati No.32 Tj Pandan, 0719-21865
Kep. Bangka Belitung,Klinik Utama,0109U112,dr. JUBEL T.H. GULTOM                                            ,Jl. Abdurrahman Km. 20,81933348969
Kep. Bangka Belitung,Klinik Pratama,1090002,Poskes 02.10.10 Tj.Pandan                                            ,Jl Jend Sudirmanwisma Kartika,81367930444
Kep. Bangka Belitung,Apotek,0109A004,Apotik Utama Rujuk Balik                                            ,Jl.Merdeka No.27,71925526
Kep. Bangka Belitung,Rumah Sakit,0110R003,Bhakti Wara                                            ,Jl. Solihin Gp No 180 Pangkal , 0717-422605
Kep. Bangka Belitung,Puskesmas,6040101,Kacang Pedang                                            ,Jl. Usman Ambon Kacang Pedang, (0711)424963
Kep. Bangka Belitung,Dokter Praktik Perorangan,0110S001,Klinik Hd Apotik Berkat                                            ,Soekarno Hatta No. 10, 0717-421699
Kep. Bangka Belitung,Klinik Utama,0110U110,dr. RUDY RIDWAN                                            ,Depati Hamzah No. 9,81368899168
Kep. Bangka Belitung,Klinik Pratama,1100001,Rumkitban 02.08.02                                            ,Jl. A. Yani No . 155,717438123
Kep. Bangka Belitung,Apotek,0110A002,Savier Farmasi Rujuk Balik                                            ,Jl.SOLIHIN GP,7174297888
Kep. Bangka Belitung,Rumah Sakit,0615R001,RSUD Bangka Selatan                                            ,Jl Raya Gadung Toboali, 0718-4220935
Kep. Bangka Belitung,Puskesmas,3760001,Tiram                                            ,Jl. Batin Tikal, 0821-76199042
Kep. Bangka Belitung,Dokter Praktik Perorangan,0376R002,Klinik Bakti Timah Toboali                                            ,Jl. Jenderal Sudirman No. 227, 0718-41906
Kep. Bangka Belitung,Klinik Utama,0376U003,dr. AGUS PRANAWA                                            ,Jl.Pelabuhan, 0818-09888173
Kep. Bangka Belitung,Klinik Pratama,3760004,Klinik Polres Bangka Selatan                                            ,Jl. Raya Gadung Toboali, 62-85383677636
Kep. Bangka Belitung,Apotek,0376A004,Insfar Rsud Bangka Selatan                                            ,Jalan Raya Desa Gadung Toboali,71842093
Kep. Bangka Belitung,Rumah Sakit,0377R002,RS Bakti Timah Muntok                                            ,Jl. Raya Timah Komplek Unmet, 0717-21008
Kep. Bangka Belitung,Puskesmas,3770000,Kundi                                            ,Jl.Desa Kundi,82373508911
Kep. Bangka Belitung,Dokter Praktik Perorangan,0377R003,Klinik Bakti Timah Parit Tiga                                            ,Jl. Raya Parit Tiga Desa Puput, 0715-351143
Kep. Bangka Belitung,Klinik Utama,0377U008,dr. RATNOSOPPI                                            ,Jl. Panglima Angin,81328761503
Kep. Bangka Belitung,Klinik Pratama,3770002,Klinik Polres Bangka Barat                                            ,Jl. Komplek Perkantoran Pemkab, 62-81271611882
Kep. Bangka Belitung,Apotek,0377A001,Instalasi Farmasi Rsbt Muntok                                            ,Jl. Raya Timah Komplek Unmet, 0717-21008
Kep. Bangka Belitung,Rumah Sakit,0378R002,Rumah Sakit Siloam Bangka                                    ,Jl. Soekarno Hatta Km.05 Kel. , 0717-9190900
Kep. Bangka Belitung,Puskesmas,3780505,Lampur                                            ,Desa Lampur,81279765643
Kep. Bangka Belitung,Klinik Utama,0378U001,dr. MECKY MUCHLIS                                            ,Jl.Raya Berok No.69,811719053
Kep. Bangka Belitung,Klinik Pratama,3780001,Klinik Polres Bangka Tengah                                            ,Jl. Titian Puspa No 01, 0821-86733499
Kep. Bangka Belitung,Rumah Sakit,0618R001,RSUD Belitung Timur                                            ,Jl.Raya Gantung, 0719-91738
Kep. Bangka Belitung,Puskesmas,3790000,Simpang Pesak                                            ,Simpang Pesak, 0719-081977880
Kep. Bangka Belitung,Klinik Utama,0379U002,dr. VONNY PRIMASARI JALIL                                            ,Jl.Jend Sudirman No.35,81273277271
Kep. Bangka Belitung,Klinik Pratama,3790001,Klinik Polres Belitung Timur                                            ,Jl.Raya Manggar Gantung, 0813-67996076
Kep. Bangka Belitung,Apotek,0379A001,Manggar Jaya-Prb                                            ,Jl.Bioskop Mega No.169,71991095
Dki Jakarta,Rumah Sakit,0112R016,RS Bhayangkara Sespimma Polri                                            ,"Jl, Ciputat Raya No. 40", 021-7650384
Dki Jakarta,Puskesmas,1120001,Kel. Pancoran                                            ,Jl.Pancoran Barat Vi No.13, 021-7988538
Dki Jakarta,Dokter Praktik Perorangan,0112R030,Klinik Cipta Husada                                            ,Hangtuah I No. 12, 021-7243220
Dki Jakarta,Klinik Utama,0112U014,Dr. Muhammad Syafii                                    ,Jl Srengseng Sawah No.99, 021-7875076
Dki Jakarta,Klinik Pratama,1120008,Klinik RUMKITBAN 00.08.01/ JS                                            ,Jl. Pesangrahan No 1 Bintaro, 021-22731721
Dki Jakarta,Apotek,0112A003,Apotik Sana Farma Fatmawati                                            ,Jl. Rs Fatmawati No 06, 021-75915171
Dki Jakarta,Rumah Sakit,0113R001,Rumkit Pusdikkes Kodiklat Ad                                    ,Jl. Raya Bogor, 021-8092358
Dki Jakarta,Puskesmas,1130910,Kel. Pondok Ranggon  II                                            ,Komp. Buperta Rt 001/05, 021- 021845940
Dki Jakarta,Dokter Praktik Perorangan,0113R051,Ygdi                                    ,Jl. Raya Jatiwaringin H3, 021-8614030
Dki Jakarta,Klinik Utama,0113U057,dr. Rosalinda                                              ,Jl. Pisangan Timur B1 No. 7A , 021-0818866482
Dki Jakarta,Klinik Pratama,1130006,Klinik Kes Rindam Jaya                                            ,Jl. Raya Condet No.55, 021-0218400076
Dki Jakarta,Apotek,0113A010,Instalasi Farmasi Rs Haji Jkt                                    ,Jl. Raya Pondok Gede No.4,218000693
Dki Jakarta,Rumah Sakit,0114R017,Ladokgi TNI AL RE Martadinata                                            ,Jl. Farmasi No. 1 Bend. Hilir,215733026
Dki Jakarta,Puskesmas,1140001,Kel. Kwitang                                            ,Jl. Kramat Kwitang 1 C, 021-3146238
Dki Jakarta,Dokter Praktik Perorangan,0114R034,Klinik Hemodialisa Tidore                                            ,Jl. Tidore No. 7, 021-63861684
Dki Jakarta,Klinik Pratama,1140008,Klinik Dharma Setia Husada                                            ,Jl. Tanah Abang 2 No. 6,213813108
Dki Jakarta,Apotek,0114A004,If Rspad Gatot Subroto                                            ,Jl. Dr. Abdul Rahman Saleh 24,213441008
Dki Jakarta,Rumah Sakit,0115R019,RS Umum Siloam Kebon Jeruk                                    ,jl. pejuangan KAV. VIII, 021-25677888
Dki Jakarta,Puskesmas,1150110,Kec. Kalideres                                            ,Jl. Tanjung Pura No.14, 021-0215431315
Dki Jakarta,Dokter Praktik Perorangan,0115R027,Klinik Raycare (Haemodialisa)                                            ,Jalan Peta Selatan No. 6     , 021-29430783
Dki Jakarta,Klinik Utama,0115U024,dr. Haryani                                            ,Jl. Kapuk Kamal Rawa Melati,81280805596
Dki Jakarta,Klinik Pratama,1150002,Polkes 00.09.03 Jak-Bar                                            ,Jl. S. Parman No.3, 021-29200521
Dki Jakarta,Apotek,0115A006,Apotek Graha Citra Husada                                            ,Jl. Lingkungan Iii No.1D,54382401
Dki Jakarta,Rumah Sakit,0116R021,Royal Progress                                            ,Danau Sunter Utara, 021-6400261
Dki Jakarta,Puskesmas,1160002,Kel. Pegangsaan Dua B                                            ,Jl Gandang,214513321
Dki Jakarta,Dokter Praktik Perorangan,0116S001,Klinik Utama Stip                                    ,Jl. Marunda Makmur, 021-88991618
Dki Jakarta,Klinik Utama,0116U172,dr. Suarti Rusli                                            ,Jalan Sunter Hijau VIII P2/25,89643428157
Dki Jakarta,Klinik Pratama,1160004,Polkes 00.09.02 Jak-Ut                                            ,Jl. Lagoa Kanal 1A, 021-4362153
Dki Jakarta,Apotek,0116A005,Apotek Riffan Farma                                            ,Raya Cilincing No. 74,214411281
Dki Jakarta,Rumah Sakit,0483R001,RSUD Kepulauan Seribu                                            ,Jl. Pulau Pramuka, 021-26071997
Dki Jakarta,Puskesmas,4830001,Kec. Kepulauan Seribu Selatan                                            ,Jl Pantai Selatan Pulau Tidung, 0858-83121000
Dki Jakarta,Apotek,0483A001,If Rsud Kep.Seribu                                    ,Pulau Pramuka, 021-26071997
Jawa Barat,Rumah Sakit,0093R008,RS Kasih Bunda                                            ,Jl Mahar Martanegara No 166, 022-6630583
Jawa Barat,Puskesmas,930001,Citeureup                                            ,Jl. Encep Kartawirya No. 20A,226628983
Jawa Barat,Klinik Utama,0093U017,dr. Henri JRT (JST)                                            ,Jl. Jend. Amir Machmud No.373,226646007
Jawa Barat,Klinik Pratama,930018,Polres Cimahi                                            ,Jl. Jend. Amir Macmud 333, 022-6658110
Jawa Barat,Apotek,0093A038,If Rs Dustira                                            ,Jl. Dustira No 1 Cimahi, 022-6652170
Jawa Barat,Rumah Sakit,0111R002,RS Banjar Patroman                                            ,Stadion Patroman Kav Iii No 5, 0265-2732532
Jawa Barat,Puskesmas,1110001,Purwaharja Ii                                            ,Jl. Siliwangi No.149, 0265-2731713
Jawa Barat,Klinik Utama,0111U003,dr. Mamik Setiyawati                                            ,Jl. Bojongkantong Km.9, 081-32318443
Jawa Barat,Klinik Pratama,1110004,Klinik Polres Banjar                                            ,Jl. Brigjen M.Isa Sh, 0265-026574024
Jawa Barat,Apotek,0111A003,Apotik IF RS BANJAR PATROMAN                                    ,Stadion Patroman Kav III No. 3, 0265-2732532
Jawa Barat,Rumah Sakit,0117R007,RSUD Leuwiliang                                            ,Jl Raya Cibeber, 0251-8643290
Jawa Barat,Puskesmas,10040101,Cisarua                                            ,Jl. Raya Puncak Km. 83 Desa Tu, 0251-8254829
Jawa Barat,Klinik Utama,0117U017,dr. TRIWANDHA ELAN                                            ,Jl. Mayjend H. Edi Sukma No. 1, 0812-19934190
Jawa Barat,Klinik Pratama,1170004,Klinik Yon 23 Kopassus                                            ,Jl. Raya Kemang-Bogor, 003-003
Jawa Barat,Apotek,0117A003,If Rsud Cibinong                                            ,Jl. Ksr Dadi Kusmayadi No. 27, 021-8753487
Jawa Barat,Rumah Sakit,0118R005,RS Bhakti Medicare                                            ,Cicurug, 0266- 731555
Jawa Barat,Puskesmas,1180001,Sekarwangi                                            ,Jl. Sekarwangi Sukabumi, 0266-00000000
Jawa Barat,Klinik Utama,0118U003,"Nadar Rizatullah, Dr                                            ",Jl. Citepus Hilir Rt/Rw 03/04, 0266-081312055
Jawa Barat,Klinik Pratama,1180015,Polres Sukabumi                                            ,Jalan Bhayangkara, 0266-00000000
Jawa Barat,Apotek,0118A012,Apotek Kimia Farma Sukaraja                                            ,Raya Ngaweng No 35, (0266)225241
Jawa Barat,Rumah Sakit,0119R002,RSUD Pagelaran                                            ,Jalan Raya Pagelaran No. 18 , 0263- 2361093
Jawa Barat,Puskesmas,1190001,Sukanagalih                                            ,Jl. Tegal Tengah - Sukanagalih, 0263-581331
Jawa Barat,Dokter Praktik Perorangan,1011B001,Bkpm Cianjur                                            ,Jl Siliwangi No 19 Cianjur, 0263-261868
Jawa Barat,Klinik Utama,0119U001,"H. Gusti Otwin Ariono, Dr.                                            ",Jl. Ariacikondang No.68 Rt/Rw, 0263-081120796
Jawa Barat,Klinik Pratama,1190007,Posk 03.10.08 Cianjur                                            ,Jl. Ir. H. Juanda Asten Panemb, 0263-2283490
Jawa Barat,Apotek,0119A002,Instalasi Farmasi Rsud Cianjur                                            ,Jl. Rumah Sakit No. 01, (0263) 261026
Jawa Barat,Rumah Sakit,0120R004,RSUD Cicalengka                                            ,Jl. H. Darham  Kp. Cikopo,227952204
Jawa Barat,Puskesmas,1200000,Pkm Cibiru Hilir                                            ,Jl. Desa Cibiru Hilir,2287822797
Jawa Barat,Klinik Utama,0120U066,dr. Evi Rufaida (JST)                                            ,Jl. Adipati Kertamanah No.45B , 000-000
Jawa Barat,Klinik Pratama,1200010,Bp Yonif Lnd 330/Kostrad                                            ,Jl. Raya Bandung- Garut Km.35 , 081-321464646
Jawa Barat,Apotek,0120A002,Apotik Keluarga Sehat                                            ,Jl. Lingkar Gading Tutuka I Bl, 022-85873559
Jawa Barat,Rumah Sakit,0121R003,RSUD Pameungpeuk                                            ,Miramare No 99 Pameungpeuk, 0262-2816017
Jawa Barat,Puskesmas,1210001,Maroko                                            ,Kp. Cijambe Kec.Cibalong, 0821-17173463
Jawa Barat,Dokter Praktik Perorangan,1024B001,Bbkpm Garut                                            ,Jl. Rsu Dr. Slamet No. 13, 0262-233300
Jawa Barat,Klinik Utama,0121U007,"Maskut Farid, dr. H. MM                                            ",Jl. Bank No.15 Garut, 0262-2244397
